0,0,0,0,0,
400,200,100,0,0,
800,400,200,0,0,
1200,600,300,0,0,
1600,800,400,0,0,
2000,1000,500,0,0,
2400,1200,600,0,0,
2800,1400,700,0,0,
3200,1600,800,0,0,
3600,1800,900,0,0,
4000,2000,1000,0,0,
3600,1800,900,0,0,
3200,1600,800,0,0,
2800,1400,700,0,0,
2400,1200,600,0,0,
2000,1000,500,0,0,
1600,800,400,0,0,
1200,600,300,0,0,
800,400,200,0,0,
400,200,100,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
400,200,100,0,0,
800,400,200,0,0,
1200,600,300,0,0,
1600,800,400,0,0,
2000,1000,500,0,0,
2400,1200,600,0,0,
2800,1400,700,0,0,
3200,1600,800,0,0,
3600,1800,900,0,0,
4000,2000,1000,0,0,
3600,1800,900,0,0,
3200,1600,800,0,0,
2800,1400,700,0,0,
2400,1200,600,0,0,
2000,1000,500,0,0,
1600,800,400,0,0,
1200,600,300,0,0,
800,400,200,0,0,
400,200,100,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
400,200,100,0,0,
800,400,200,0,0,
1200,600,300,0,0,
1600,800,400,0,0,
2000,1000,500,0,0,
2400,1200,600,0,0,
2800,1400,700,0,0,
3200,1600,800,0,0,
3600,1800,900,0,0,
4000,2000,1000,0,0,
3600,1800,900,0,0,
3200,1600,800,0,0,
2800,1400,700,0,0,
2400,1200,600,0,0,
2000,1000,500,0,0,
1600,800,400,0,0,
1200,600,300,0,0,
800,400,200,0,0,
400,200,100,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
