2000,2000,1000,1000,1000,
4095,4095,2000,2000,2000,
1000,1000,500,500,500,
0,0,0,0,0,
3000,3000,1500,1500,1500,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
2000,2000,1000,1000,1000,
4095,4095,2000,2000,2000,
1000,1000,500,500,500,
0,0,0,0,0,
3000,3000,1500,1500,1500,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
2000,2000,1000,1000,1000,
4095,4095,2000,2000,2000,
1000,1000,500,500,500,
0,0,0,0,0,
3000,3000,1500,1500,1500,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
