0,0,0,0,0,
0,0,100,100,100,
0,0,200,200,200,
0,0,300,300,300,
0,0,400,400,400,
0,0,500,500,500,
0,0,600,600,600,
0,0,700,700,700,
0,0,800,800,800,
0,0,900,900,900,
0,0,1000,1000,1000,
0,0,1100,1100,1100,
0,0,1200,1200,1200,
0,0,1300,1300,1300,
0,0,1400,1400,1400,
0,0,1500,1500,1500,
0,0,1600,1600,1600,
0,0,1700,1700,1700,
0,0,1800,1800,1800,
0,0,1900,1900,1900,
4095,4095,4095,4095,4095,
4095,4095,4095,4095,4095,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,100,100,100,
0,0,200,200,200,
0,0,300,300,300,
0,0,400,400,400,
0,0,500,500,500,
0,0,600,600,600,
0,0,700,700,700,
0,0,800,800,800,
0,0,900,900,900,
0,0,1000,1000,1000,
0,0,1100,1100,1100,
0,0,1200,1200,1200,
0,0,1300,1300,1300,
0,0,1400,1400,1400,
0,0,1500,1500,1500,
0,0,1600,1600,1600,
0,0,1700,1700,1700,
0,0,1800,1800,1800,
0,0,1900,1900,1900,
4095,4095,4095,4095,4095,
4095,4095,4095,4095,4095,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
