4095,4095,4095,4095,4095,
3795,3795,3795,3795,3795,
3495,3495,3495,3495,3495,
3195,3195,3195,3195,3195,
2895,2895,2895,2895,2895,
2595,2595,2595,2595,2595,
2295,2295,2295,2295,2295,
1995,1995,1995,1995,1995,
1695,1695,1695,1695,1695,
1395,1395,1395,1395,1395,
1095,1095,1095,1095,1095,
795,795,795,795,795,
495,495,495,495,495,
195,195,195,195,195,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
4095,4095,4095,4095,4095,
3795,3795,3795,3795,3795,
3495,3495,3495,3495,3495,
3195,3195,3195,3195,3195,
2895,2895,2895,2895,2895,
2595,2595,2595,2595,2595,
2295,2295,2295,2295,2295,
1995,1995,1995,1995,1995,
1695,1695,1695,1695,1695,
1395,1395,1395,1395,1395,
1095,1095,1095,1095,1095,
795,795,795,795,795,
495,495,495,495,495,
195,195,195,195,195,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
4095,4095,4095,4095,4095,
3795,3795,3795,3795,3795,
3495,3495,3495,3495,3495,
3195,3195,3195,3195,3195,
2895,2895,2895,2895,2895,
2595,2595,2595,2595,2595,
2295,2295,2295,2295,2295,
1995,1995,1995,1995,1995,
1695,1695,1695,1695,1695,
1395,1395,1395,1395,1395,
1095,1095,1095,1095,1095,
795,795,795,795,795,
495,495,495,495,495,
195,195,195,195,195,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
